PlInf_City,PlInf_Pr/St,PlInf_Cntry,PlInf_Nat,PlInf_Hand,PlInf_CorsicaID,PlInf_H-Ref_Name,PlInf_Last_Name,PlInf_First_Name,PlInf_Position,PlInf_Team,Other_Injuries,ContInf_NMC,ContInf_Status,Eqip_Stick,Eqip_Glove,Eqip_Pants,Eqip_Helmet,Eqip_Skates
Dorchester,MA,USA,USA,R,JIMMY.HAYES,Jimmy Hayes,Hayes,Jimmy,RW,NJD,,,UFA,Warrior - Covert QRL,Bauer - Vapor 1X,Bauer,Bauer - 4500,TRUE - Pro Custom
Helsinki,,FIN,FIN,L,JORI.LEHTERA,Jori Lehtera,Lehtera,Jori,C,PHI,Illness,,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,CCM - Vector V08,Bauer - Vapor 1X
Winnipeg,MB,CAN,CAN,R,MICHAEL.STONE,Michael Stone,Stone,Michael,D,CGY,,NTC,UFA,Warrior - Alpha QX,Bauer - Supreme 1S,Warrior,Bauer - 5100,Bauer - Supreme 1S
Regina,SK,CAN,CAN,L,SCOTT.HARTNELL,Scott Hartnell,Hartnell,Scott,LW,NSH,Lower body,,UFA,Bauer - Vapor 1X Lite,Warrior - Dynasty AX1,Bauer,Bauer - 9900,TRUE - Pro Custom
Bolton,CT,USA,USA,L,RON.HAINSEY,Ron Hainsey,Hainsey,Ron,D,TOR,Illness,M-NTC,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,Bauer - Nexus 1N
Regina,SK,CAN,CAN,L,CHRIS.KUNITZ,Chris Kunitz,Kunitz,Chris,LW,TBL,,NMC,UFA,CCM - RBZ Speedburner,Bauer - Supreme 1S,Bauer,Bauer - 7500,Bauer - Vapor 1X 2.0
Brantford,ON,CAN,CAN,L,ADAM.HENRIQUE,Adam Henrique,Henrique,Adam,C,"NJD, ANA",,,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,TRUE - Pro Custom
San Francisco,CA,USA,USA,L,BROOKS.ORPIK,Brooks Orpik,Orpik,Brooks,D,WSH,Lower body,,UFA,,,,,
Sandy,UT,USA,USA,L,DANIEL.BRICKLEY,Daniel Brickley,Brickley,Daniel,D,LAK,,,RFA,,,,,
Golden,BC,CAN,CAN,L,CURTIS.MCKENZIE,Curtis McKenzie,McKenzie,Curtis,LW,DAL,,,UFA,,,,,
Dubuque,IA,USA,USA,R,TUCKER.POOLMAN,Tucker Poolman,Poolman,Tucker,D,WPG,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - CL Pro,CCM,CCM - Resistance,CCM - Super Tacks
Cobourg,ON,CAN,CAN,R,JUSTIN.WILLIAMS,Justin Williams,Williams,Justin,RW,CAR,,M-NTC,UFA,CCM - Jetspeed,CCM - CL Pro,CCM,CCM - Fitlite 80,Bauer - Nexus 1N
Stockholm,,SWE,SWE,L,NIKLAS.KRONWALL,Niklas Kronwall,Kronwall,Niklas,D,DET,Groin,,UFA,CCM - Ribcor Reckoner,CCM - HG12,CCM,CCM - Vector V08,CCM - JetSpeed
Marshfield,MA,USA,USA,L,DAVID.WARSOFSKY,David Warsofsky,Warsofsky,David,D,COL,,,UFA,CCM - Super Tacks,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Supreme TotalOne MX3
Winnipeg,MB,CAN,CAN,R,DALE.WEISE,Dale Weise,Weise,Dale,RW,PHI,,,UFA,Bauer - Nexus 1N,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Edina,MN,USA,USA,L,ANDERS.LEE,Anders Lee,Lee,Anders,LW,NYI,,,UFA,Bauer - Nexus 1N,Bauer - Nexus 1N,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Chatham,ON,CAN,CAN,L,TJ.BRODIE,T.J. Brodie,Brodie,TJ,D,CGY,Upper body,,UFA,CCM - Ribcor Trigger 2 PMT,Warrior - Dynasty AX1,CCM,CCM - Vector V08,Bauer - Supreme 1S
Halmstad,,SWE,SWE,L,GUSTAV.NYQUIST,Gustav Nyquist,Nyquist,Gustav,RW,DET,,M-NTC,UFA,Warrior - Alpha QX,Warrior - Covert QR1,Warrior,Warrior - Covert PX2,Bauer - Supreme 1S
Abbotsford,BC,CAN,CAN,L,DEREK.GRANT,Derek Grant,Grant,Derek,C,ANA,,,UFA,Bauer - Nexus 1N,Bauer - Vapor APX2,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Brandon,MB,CAN,CAN,L,MATT.CALVERT,Matt Calvert,Calvert,Matt,LW,CBJ,"Illness, Upper body",,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - 4500,TRUE - Pro Custom
Minneapolis,MN,USA,USA,L,PAUL.MARTIN,Paul Martin,Martin,Paul,D,SJS,Ankle,,UFA,CCM - Super Tacks,CCM - CL Pro,Warrior,CCM - Vector V08,CCM - Super Tacks
Sterling Heights,MI,USA,USA,R,GREG.PATERYN,Greg Pateryn,Pateryn,Greg,D,DAL,,,UFA,Warrior - Covert QRL,Warrior - Covert QRL,Warrior,Bauer - 4500,Bauer - Supreme 1S
Thunder Bay,ON,CAN,CAN,L,ERIC.STAAL,Eric Staal,Staal,Eric,C,MIN,,M-NTC,UFA,Bauer - Supreme 1S,Bauer - Nexus 1N,Bauer,Bauer - Re-Akt,Bauer - Nexus 1N
Vienna,,AUT,AUT,R,THOMAS.VANEK,Thomas Vanek,Vanek,Thomas,LW,"VAN, CBJ",,,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,CCM - Vector V08,CCM - Super Tacks AS1
Madison,WI,USA,USA,L,RYAN.SUTER,Ryan Suter,Suter,Ryan,D,MIN,Ankle,,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,Bauer - Nexus 1N
Shaunavon,SK,CAN,CAN,L,BRAYDON.COBURN,Braydon Coburn,Coburn,Braydon,D,TBL,Undisclosed,M-NTC,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,CCM,Easton - E400,Bauer - Supreme 1S
Edmonton,AB,CAN,CAN,L,DION.PHANEUF,Dion Phaneuf,Phaneuf,Dion,D,"OTT, LAK",,,UFA,Easton - Stealth CX,CCM - Quicklite,CCM,CCM - Fitlite,CCM - Tacks
London,ON,CAN,CAN,R,JEFF.CARTER,Jeff Carter,Carter,Jeff,C,LAK,Ankle,M-NTC,UFA,Bauer - Supreme 1S,Bauer - Vapor 1X,Bauer,Bauer - 4500,Bauer - Vapor 1X
Ithaca,NY,USA,USA,R,DUSTIN.BROWN,Dustin Brown,Brown,Dustin,RW,LAK,,M-NTC,UFA,Warrior - Covert QRL,Warrior - Covert QRL,CCM,CCM - Fitlite 80,Bauer - Nexus 1N
Richmond,BC,CAN,CAN,R,BRENT.SEABROOK,Brent Seabrook,Seabrook,Brent,D,CHI,,,UFA,CCM - Ribcor Trigger 2 PMT,CCM - Ultra Tacks,Warrior,CCM - Resistance,Bauer - Nexus 1N
Quebec City,QC,CAN,CAN,R,STEVE.BERNIER,Steve Bernier,Bernier,Steve,RW,NYI,,,UFA,,,,,
Minneapolis,MN,USA,USA,L,ZACH.PARISE,Zach Parise,Parise,Zach,LW,MIN,Back,M-NTC,UFA,Easton - Synergy GX,CCM - 4-Roll Pro,CCM,CCM - Resistance,CCM - JetSpeed FT1
Winkler,MB,CAN,CAN,R,ERIC.FEHR,Eric Fehr,Fehr,Eric,C,"TOR, SJS",Lower body,NMC,UFA,CCM - Ribcor Trigger ASY,CCM - CL Pro,Bauer,CCM - Fitlite 80,Bauer - Vapor 1X
Regina,SK,CAN,CAN,R,RYAN.GETZLAF,Ryan Getzlaf,Getzlaf,Ryan,C,ANA,Lower body,NMC,UFA,Warrior - Covert QRL,Warrior - Covert QRL,Warrior,Bauer - 4500,Bauer - Vapor 1X 2.0
Windsor,ON,CAN,CAN,L,MATT.MARTIN,Matt Martin,Martin,Matt,LW,TOR,Undisclosed,,UFA,Warrior - Alpha QX,Warrior - Covert QR1,Warrior,Warrior - Covert PX2,TRUE - Pro Custom
Livonia,MI,USA,USA,R,RYAN.KESLER,Ryan Kesler,Kesler,Ryan,C,ANA,"Hip, Lower body",,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Easton - E400,Bauer - Nexus 1N
Hingham,MA,USA,USA,L,BRIAN.BOYLE,Brian Boyle,Boyle,Brian,C,NJD,Shoulder,,UFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Edmonton,AB,CAN,CAN,R,JARED.SPURGEON,Jared Spurgeon,Spurgeon,Jared,D,MIN,Illness,NTC,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,TRUE - Pro Custom
Montreal,QC,CAN,CAN,L,MARK.BARBERIO,Mark Barberio,Barberio,Mark,D,COL,Lower body,NTC,UFA,CCM - Super Tacks 2.0,CCM - Quicklite,CCM,CCM - Vector V08,TRUE - Pro Custom
Calgary,AB,CAN,USA,R,PATRICK.EAVES,Patrick Eaves,Eaves,Patrick,RW,ANA,"Illness, Lower body",,UFA,Warrior - Covert QRL,Warrior - Dynasty AX1,Warrior,Warrior - Krown PX3,Bauer - Vapor 1X
Thornhill,ON,CAN,CAN,L,DOMINIC.MOORE,Dominic Moore,Moore,Dominic,C,TOR,,,UFA,Warrior - Alpha QX,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Gothenburg,,SWE,SWE,L,LOUI.ERIKSSON,Loui Eriksson,Eriksson,Loui,LW,VAN,Ribs,M-NTC,UFA,Easton - Stealth CX,Easton - Synergy GX,Bauer,Easton - E400,CCM - JetSpeed
Stockholm,,SWE,SWE,L,MARCUS.KRUGER,Marcus Kruger,Kruger,Marcus,C,CAR,"Flu, Lower body",M-NTC,UFA,,,,,
Phoenix,AZ,USA,USA,R,TAGE.THOMPSON,Tage Thompson,Thompson,Tage,C,STL,Undisclosed,,RFA,Bauer - Vapor 1X Lite,Bauer - Supreme TotalOne MX3,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Maple Ridge,BC,CAN,CAN,L,BRAD.HUNT,Brad Hunt,Hunt,Brad,D,VGK,,,UFA,CCM - Ribcor Trigger 2 PMT,Bauer - Vapor 1X,CCM,CCM - Vector V08,TRUE - Pro Custom
Provost,AB,CAN,CAN,L,LANCE.BOUMA,Lance Bouma,Bouma,Lance,LW,CHI,,M-NTC,UFA,,,,,
Ancienne-Lorette,QC,CAN,CAN,R,PATRICE.BERGERON,Patrice Bergeron,Bergeron,Patrice,C,BOS,Lower body,NMC,UFA,CCM - Super Tacks 2.0,CCM - 4-Roll Pro,CCM,CCM - Resistance,CCM - Super Tacks AS1
Malmö,,SWE,SWE,R,RASMUS.ANDERSSON,Rasmus Andersson,Andersson,Rasmus,D,CGY,,,RFA,,,,,
Mississauga,ON,CAN,CAN,L,ZAC.RINALDO,Zac Rinaldo,Rinaldo,Zac,LW/C,ARI,Upper body,,UFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt 100,Bauer - Vapor 1X 2.0
Sicamous,BC,CAN,CAN,R,SHEA.WEBER,Shea Weber,Weber,Shea,D,MTL,Lower body,,UFA,Bauer - Supreme TotalOne NXG,Bauer - Supreme 1S,Bauer,CCM - Vector V08,Bauer - Supreme 1S
Evanston,IL,USA,USA,R,TOMMY.WINGELS,Tommy Wingels,Wingels,Tommy,RW/C,"CHI, BOS",Hand,,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,CCM - Vector V08,TRUE - Pro Custom
Elkhorn,MB,CAN,CAN,L,TRAVIS.SANHEIM,Travis Sanheim,Sanheim,Travis,D,PHI,,NTC,RFA,Bauer - Supreme 1S,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt 100,TRUE - Pro Custom
Traverse City,MI,USA,USA,R,ZACH.REDMOND,Zach Redmond,Redmond,Zach,D,BUF,,,UFA,,,,,
Livonia,MI,USA,USA,L,TOREY.KRUG,Torey Krug,Krug,Torey,D,BOS,Upper body,,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Moscow,,RUS,RUS,L,ANDREI.MIRONOV,Andrei Mironov,Mironov,Andrei,D,COL,,,RFA,,,,,
Olten,,CHE,CHE,R,DENIS.MALGIN,Denis Malgin,Malgin,Denis,C,FLA,Upper body,,RFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Pittsburgh,PA,USA,USA,L,MATT.BARTKOWSKI,Matt Bartkowski,Bartkowski,Matt,D,CGY,,,UFA,CCM - Ribcor Trigger ASY,Easton - Pro,CCM,CCM - Vector V08,Bauer - Nexus 1N
Quebec City,QC,CAN,CAN,L,CHRISTIAN.WOLANIN,Christian Wolanin,Wolanin,Christian,D,OTT,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - HG12,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Minneapolis,MN,USA,USA,R,DAVID.BACKES,David Backes,Backes,David,RW,BOS,Knee,,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Blaine,MN,USA,USA,L,MATT.HENDRICKS,Matt Hendricks,Hendricks,Matt,LW/C,WPG,"Lower body, Upper body",,UFA,Warrior - Alpha QX,Warrior - Covert QR1,Warrior,Bauer - Re-Akt,TRUE - Pro Custom
Burnsville,MN,USA,USA,R,J.T..BROWN,J.T. Brown,Brown,J.T.,RW,"TBL, ANA",,,UFA,CCM - Jetspeed,Warrior - Covert QRL,CCM,CCM - Vector V08,CCM - JetSpeed FT1
Minneapolis,MN,USA,USA,R,MATT.TENNYSON,Matt Tennyson,Tennyson,Matt,D,BUF,Foot,,UFA,,,,,
Prague,,CZE,CZE,L,DOMINIK.SIMON,Dominik Simon,Simon,Dominik,C,PIT,Lower body,,RFA,CCM - Super Tacks,CCM - 4-Roll Pro,CCM,CCM - Vector V08,Bauer - Vapor 1X
Kosice,,SVK,SVK,R,CHRISTIAN.JAROS,Christian Jaros,Jaros,Christian,D,OTT,,M-NTC,RFA,,,,,
Grand Rapids,MI,USA,USA,R,LUKE.GLENDENING,Luke Glendening,Glendening,Luke,RW,DET,"Hand, Upper body",,UFA,CCM - Ribcor Trigger 2 PMT,CCM - Quicklite,CCM,CCM - Vector V08,Bauer - Supreme 1S
Denver,CO,USA,USA,R,TROY.TERRY,Troy Terry,Terry,Troy,RW,ANA,Undisclosed,M-NTC,RFA,Warrior - Covert QRL,CCM - Quicklite,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Saint-Narcisse,QC,CAN,CAN,L,YANNI.GOURDE,Yanni Gourde,Gourde,Yanni,C,TBL,,,UFA,CCM - Ribcor Trigger 2 PMT,CCM - Ultra Tacks,CCM,CCM - Vector V08,CCM - Super Tacks
Chaska,MN,USA,USA,L,SHANE.GERSICH,Shane Gersich,Gersich,Shane,LW,WSH,,,RFA,,,,,
Brandon,MB,CAN,CAN,R,ZACH.WHITECLOUD,Zach Whitecloud,Whitecloud,Zach,D,VGK,,NMC,RFA,,,,,
Cherry Hill,NJ,USA,USA,R,BOBBY.RYAN,Bobby Ryan,Ryan,Bobby,RW,OTT,Hand,M-NTC,UFA,STX - Stallion HPR,CCM - HG12,Warrior,CCM - Fitlite 80,CCM - JetSpeed
Regina,SK,CAN,CAN,L,RYAN.MURRAY,Ryan Murray,Murray,Ryan,D,CBJ,"Undisclosed, Upper body",,RFA,Warrior - Covert QR EDGE,TRUE - Pro,Bauer,CCM - Vector V08,TRUE - Pro Custom
Milwaukee,WI,USA,USA,L,ALEX.GALCHENYUK,Alex Galchenyuk,Galchenyuk,Alex,LW,MTL,,,UFA,Bauer - Supreme 1S,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Vancouver,BC,CAN,CAN,L,MORGAN.RIELLY,Morgan Rielly,Rielly,Morgan,D,TOR,Upper body,,UFA,CCM - Jetspeed,CCM - CL Pro,CCM,CCM - Vector V08,CCM - Ribcor 70K
Helsingborg,,SWE,SWE,L,HAMPUS.LINDHOLM,Hampus Lindholm,Lindholm,Hampus,D,ANA,"Undisclosed, Upper body",,UFA,Warrior - Alpha QX,CCM - CL Pro,CCM,Bauer - Re-Akt,Reebok - 20K
Nizhnekamsk,,RUS,RUS,L,NAIL.YAKUPOV,Nail Yakupov,Yakupov,Nail,RW,COL,Illness,,RFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,CCM - Vector V08,CCM - JetSpeed FT1
Regina,SK,CAN,CAN,R,MATT.DUMBA,Mathew Dumba,Dumba,Matt,D,MIN,,,RFA,CCM - Jetspeed,CCM - Ultra Tacks,CCM,CCM - Resistance,CCM - Ribcor 70K
Stockholm,,SWE,SWE,R,PONTUS.ABERG,Pontus Aberg,Aberg,Pontus,LW,"NSH, EDM",,,RFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Toronto,ON,CAN,CAN,L,PHILLIP.DI GIUSEPPE,Phillip Di Giuseppe,Di Giuseppe,Phillip,LW,CAR,,,RFA,CCM - Super Tacks,CCM - HG12,CCM,Bauer - 4500,Bauer - Supreme 1S
Victoria,BC,CAN,CAN,L,JORDIE.BENN,Jordie Benn,Benn,Jordie,D,MTL,,,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Easton - E400,Bauer - Supreme 1S
Haapavesi,,FIN,FIN,L,SAMI.NIKU,Sami Niku,Niku,Sami,D,WPG,,,RFA,,,,,
Kitchener,ON,CAN,CAN,L,KYLE.QUINCEY,Kyle Quincey,Quincey,Kyle,D,MIN,,,UFA,,,,,
Lakeville,MN,USA,USA,L,BRADY.SKJEI,Brady Skjei,Skjei,Brady,D,NYR,,,RFA,Bauer - Vapor 1X Lite,Bauer - Nexus 1000,Bauer,Bauer - 4500,Bauer - Vapor 1X 2.0
Chicago,IL,USA,USA,L,STEFAN.MATTEAU,Stefan Matteau,Matteau,Stefan,C,VGK,,,RFA,,,,,
Kitchener,ON,CAN,CAN,L,TANNER.PEARSON,Tanner Pearson,Pearson,Tanner,LW,LAK,,,UFA,Bauer - Supreme 1S,Bauer - Supreme 1S,Bauer,Bauer - 4500,Bauer - Vapor 1X 2.0
Oakville,ON,CAN,CAN,L,SCOTT.LAUGHTON,Scott Laughton,Laughton,Scott,C,PHI,,,RFA,CCM - Ribcor Trigger ASY,CCM - 4-Roll Pro,Bauer,CCM - Resistance,Bauer - Vapor 1X
Hamilton,ON,CAN,CAN,L,MARK.JANKOWSKI,Mark Jankowski,Jankowski,Mark,C,CGY,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Supreme 1S
Jyväskylä,,FIN,FIN,L,OLLI.MAATTA,Olli Maatta,Maatta,Olli,D,PIT,,,UFA,Bauer - Supreme 1S,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Pointe-Claire,QC,CAN,CAN,L,MIKE.MATHESON,Mike Matheson,Matheson,Mike,D,FLA,Upper body,,UFA,CCM - Jetspeed,CCM - Quicklite,CCM,CCM - Vector V08,CCM - Super Tacks
Madison,WI,USA,USA,R,JORDAN.SCHMALTZ,Jordan Schmaltz,Schmaltz,Jordan,D,STL,Upper body,M-NTC,RFA,CCM - Ribcor Trigger 2 PMT,CCM - CL Pro,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Riga,,LVA,LVA,L,ZEMGUS.GIRGENSONS,Zemgus Girgensons,Girgensons,Zemgus,C,BUF,Undisclosed,,RFA,CCM - Super Tacks 2.0,CCM - CL Pro,Bauer,Bauer - 4500,Bauer - Supreme 1S
Ottawa,ON,CAN,CAN,R,CODY.CECI,Cody Ceci,Ceci,Cody,D,OTT,,,RFA,CCM - Super Tacks 2.0,CCM - Quicklite,CCM,CCM - Resistance,CCM - JetSpeed FT1
Toronto,ON,CAN,CAN,R,TOM.WILSON,Tom Wilson,Wilson,Tom,RW,WSH,,,RFA,,,,,
Praha,,CZE,CZE,L,TOMAS.HERTL,Tomas Hertl,Hertl,Tomas,C,SJS,Shoulder,,RFA,CCM - RBZ Speedburner,CCM - HG12,CCM,CCM - Fitlite 3DS,TRUE - Pro Custom
Helsinki,,FIN,FIN,L,TEUVO.TERAVAINEN,Teuvo Teravainen,Teravainen,Teuvo,LW,CAR,,,RFA,Bauer - Vapor 1X Lite,CCM - 4-Roll Pro,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Estevan,SK,CAN,CAN,L,DERRICK.POULIOT,Derrick Pouliot,Pouliot,Derrick,D,VAN,,,RFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,Bauer - Supreme 1S
Rochester,MI,USA,USA,R,JACOB.TROUBA,Jacob Trouba,Trouba,Jacob,D,WPG,Undisclosed,,RFA,CCM - Jetspeed,CCM - 4-Roll Pro,CCM,CCM - Resistance,CCM - JetSpeed FT1
Winchester,ON,CAN,CAN,L,SLATER.KOEKKOEK,Slater Koekkoek,Koekkoek,Slater,D,TBL,,,RFA,Warrior - Alpha QX,Warrior - Dynasty AX1,CCM,CCM - Vector V08,Bauer - Vapor 1X
Ostervala,,SWE,SWE,R,FILIP.FORSBERG,Filip Forsberg,Forsberg,Filip,LW,NSH,Undisclosed,,UFA,CCM - Super Tacks 2.0,CCM - HG12,CCM,CCM - Fitlite 3DS,CCM - Ribcor 50K
Vitkov,,CZE,CZE,L,RADEK.FAKSA,Radek Faksa,Faksa,Radek,C,DAL,"Foot, Lower body",,RFA,Easton - Stealth CX,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Supreme 1S
Ann Arbor,MI,USA,USA,L,PATRICK.SIELOFF,Patrick Sieloff,Sieloff,Patrick,D,OTT,,,RFA,,,,,
Charlestown,MA,USA,USA,L,MATT.GRZELCYK,Matt Grzelcyk,Grzelcyk,Matt,D,BOS,Lower body,,RFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,CCM,Bauer - Re-Akt,CCM - JetSpeed FT1
St. Albert,AB,CAN,CAN,R,COLTON.PARAYKO,Colton Parayko,Parayko,Colton,D,STL,,,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Winnipeg,MB,CAN,CAN,L,BRENDAN.LEIPSIC,Brendan Leipsic,Leipsic,Brendan,LW,"VGK, VAN","Upper body, Undisclosed",,RFA,CCM - Ribcor Trigger 2 PMT,Bauer - Vapor 1X,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Boden,,SWE,SWE,R,OSKAR.SUNDQVIST,Oskar Sundqvist,Sundqvist,Oskar,C,STL,,,RFA,Warrior - Alpha AK27 SL,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X
Belleville,ON,CAN,CAN,L,BRAD.RICHARDSON,Brad Richardson,Richardson,Brad,C,ARI,Upper body,,UFA,CCM - Ribcor Trigger ASY,CCM - 4-Roll Pro,CCM,CCM - Vector V08,CCM - Super Tacks
Vantaa,,FIN,FIN,L,ESA.LINDELL,Esa Lindell,Lindell,Esa,D,DAL,Illness,,RFA,Bauer - Nexus 1N,Bauer - Vapor 1X,CCM,CCM - Resistance,Bauer - Supreme 1S
Ottawa,ON,CAN,CAN,L,MARC.METHOT,Marc Methot,Methot,Marc,D,DAL,"Knee, Lower body",NTC,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Saskatoon,SK,CAN,CAN,L,CHANDLER.STEPHENSON,Chandler Stephenson,Stephenson,Chandler,C,WSH,Upper body,,RFA,,,,,
Pembroke Pines,FL,USA,USA,L,SHAYNE.GOSTISBEHERE,Shayne Gostisbehere,Gostisbehere,Shayne,D,PHI,"Illness, Upper body",,UFA,Bauer - Vapor 1X Lite,Warrior - Covert QR1,Bauer,CCM - Vector V08,Bauer - Vapor 1X
Ajax,ON,CAN,CAN,L,DEVIN.SHORE,Devin Shore,Shore,Devin,C,DAL,,,RFA,Bauer - Supreme 1S,Bauer - Vapor 1X,Bauer,Bauer - 4500,Bauer - Supreme 1S
Surrey,BC,CAN,CAN,L,JUJHAR.KHAIRA,Jujhar Khaira,Khaira,Jujhar,LW,EDM,"Lower body, Upper body",,RFA,Bauer - Nexus 1N,Bauer - Supreme 1S,Bauer,CCM - Vector V08,Bauer - Supreme 1S
Toronto,ON,CAN,CAN,L,ADAM.PELECH,Adam Pelech,Pelech,Adam,D,NYI,Undisclosed,,RFA,CCM - Ribcor Reckoner,CCM - Quicklite,CCM,CCM - Vector V08,TRUE - Pro Custom
Boston,MA,USA,USA,L,JIMMY.VESEY,Jimmy Vesey,Vesey,Jimmy,LW,NYR,Concussion,,RFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,Bauer - Re-Akt,Bauer - Vapor 1X
Anchorage,AK,USA,USA,L,NATE.THOMPSON,Nate Thompson,Thompson,Nate,C,"OTT, LAK",Lower body,M-NTC,UFA,Warrior - Alpha QX,Warrior - Alpha QX,Warrior,Bauer - 4500,TRUE - Pro Custom
Brandon,MB,CAN,CAN,L,JORDAN.MARTINOOK,Jordan Martinook,Martinook,Jordan,LW,ARI,Lower body,,UFA,CCM - Ribcor Trigger ASY,CCM - CL Pro,CCM,CCM - Resistance,CCM - Super Tacks
Syracuse,NY,USA,USA,L,BOO.NIEVES,Boo Nieves,Nieves,Boo,C,NYR,"Flu, Hip",,RFA,,,,,
Melville,SK,CAN,CAN,R,DAMON.SEVERSON,Damon Severson,Severson,Damon,D,NJD,,M-NTC,UFA,Bauer - Supreme 1S,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Pelhrimov,,CZE,CZE,R,MARTIN.FRK,Martin Frk,Frk,Martin,RW,DET,Groin,,RFA,Warrior - Alpha QX,Warrior - Alpha QX,CCM,CCM - Vector V08,TRUE - Pro Custom
North Vancouver,BC,CAN,CAN,R,COLTON.SISSONS,Colton Sissons,Sissons,Colton,C,NSH,Lower body,,RFA,CCM - Jetspeed,CCM - CL Pro,CCM,CCM - Vector V08,CCM - JetSpeed FT1
Eau Claire,WI,USA,USA,L,JAKE.MCCABE,Jake McCabe,McCabe,Jake,D,BUF,Thumb,,RFA,Warrior - Alpha QX,Warrior - Alpha QX,CCM,CCM - Vector V08,Bauer - Nexus 1N
Kitchener,ON,CAN,CAN,L,MIKE.HOFFMAN,Mike Hoffman,Hoffman,Mike,LW,OTT,,,UFA,TRUE - A6.0 SBP,TRUE - Pro,CCM,CCM - Fitlite 80,Bauer - Vapor 1X 2.0
Fergus,ON,CAN,CAN,L,BROCK.MCGINN,Brock McGinn,McGinn,Brock,LW,CAR,Undisclosed,,RFA,CCM - Jetspeed,CCM - HG12,CCM,CCM - Vector V08,Bauer - Vapor 1X
Swan River,MB,CAN,CAN,L,MICHEAL.FERLAND,Micheal Ferland,Ferland,Micheal,LW,CGY,Lower body,,UFA,CCM - Ribcor Reckoner,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Nexus 1N
Plover,WI,USA,USA,R,JOE.PAVELSKI,Joe Pavelski,Pavelski,Joe,C,SJS,,,UFA,Warrior - Covert QRL,Warrior - Covert QR1,Warrior,Warrior - Covert PX2,TRUE - Pro Custom
